Artist Name,Track Name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in ms,time_signature,Class
Idan Raichel,למה ככה עצובה (Lama Kacha Atzuva),-0.087,1.044,0.596,0.347,0.778,-1.324,-0.249,-0.216,-0.403,-0.713,1.007,-0.629,0.129,0.21,9
Neverland In Ashes,Confined,-1.653,-1.061,1.263,0.347,0.7,0.755,0.291,-0.795,-0.585,1.814,-1.6,2.449,0.296,0.21,8
Smash Mouth,Walkin' On The Sun,1.247,1.212,1.314,0.015,0.571,0.755,-0.576,0.318,-0.403,-0.303,2.006,0.015,0.063,0.21,9
The Chemical Brothers,Let Forever Be,0.667,-1.753,0.889,0.679,1.027,0.755,-0.024,-0.766,-0.589,-0.548,-0.363,0.146,0.318,0.21,1
The Devil Wears Prada,Dez Moines,0.377,-0.718,1.352,1.343,1.275,0.755,0.997,-0.794,0.29,1.01,-1.611,0.924,0.383,0.21,8
Eyal Golan,מילה טובה,-0.899,0.954,1.046,0.015,1.22,0.755,-0.44,-0.518,-0.403,-0.797,1.977,-0.765,0.266,0.21,9
John Doe,The Golden State,-0.783,-0.051,0.269,-1.312,0.448,0.755,-0.627,-0.416,-0.168,-0.422,0.045,-0.3,-0.195,0.21,10
Darlingside,Knights Of Cydonia - Recorded at Spotify Studios NYC,0.087,-1.981,-1.333,1.675,-1.254,-1.324,-0.567,1.78,0.201,-0.764,-1.753,0.259,0.682,0.21,6
Transvision Vamp,I Want Your Love,0.203,-0.472,0.672,-0.648,-0.791,0.755,-0.371,-0.753,-0.557,1.575,0.878,0.92,0.082,0.21,10
Jane n' the Jungle,Trouble,-0.145,-1.855,1.186,1.011,1.413,-1.324,0.177,-0.795,-0.168,-0.529,-0.55,0.316,-0.166,0.21,10
Part-Time Friends,2:00 AM,-0.725,2.247,-0.39,-0.648,0.062,0.755,-0.311,-0.753,0.391,-0.441,2.002,0.081,0.326,0.21,6
Phani Narayana,Raghuvamsa Sudha,-1.595,0.202,-0.114,1.011,-0.555,0.755,0.602,1.854,-0.582,-0.34,0.336,-0.831,0.904,0.21,6
Uly,i don't need to understand,-0.435,1.164,-1.533,-0.648,-2.416,0.755,-0.445,1.825,2.681,1.067,0.84,-1.069,-0.484,0.21,6
"Asha Bhosle, Mohammed Rafi",Chura Liya Hai Tumne Jo Dil Ko,-1.131,0.094,-1.465,1.011,-0.789,-1.324,-0.574,1.964,-0.589,-0.541,0.823,-1.433,-1.793,0.21,3
Sorcha Richardson,The Starlight Lounge,-0.087,1.724,-1.35,-1.312,-0.501,0.755,-0.421,0.396,-0.583,-0.541,0.266,-0.056,0.121,0.21,1
Charlie Martin,September,-0.725,0.912,-0.216,0.015,0.08,0.755,-0.638,-0.358,1.243,-0.554,1.311,-0.597,0.242,0.21,6
Itzik Kala,Mechapes Et Haderech,-1.073,0.942,0.702,1.343,0.397,-1.324,-0.263,-0.771,-0.589,-0.956,1.123,-0.427,0.259,0.21,9
Sabrina Song,Thaw,-1.421,0.797,-0.925,-1.644,-0.53,0.755,-0.01,1.436,-0.569,-0.673,0.332,1.196,0.019,0.21,6
Gorgeous Bully,I Can See,-0.783,-1.145,0.264,-1.312,-0.548,0.755,-0.449,-0.774,-0.213,-1.051,-0.351,-1.346,-0.166,0.21,1
Nothing But Thieves,Particles - Piano Version,0.261,-0.634,-1.558,1.675,0.365,-1.324,-0.437,2.012,-0.589,-0.573,-0.759,-0.388,0.17,0.21,10
Logic1000,Like My Way,0.145,1.561,-0.347,1.011,-0.035,0.755,1.08,-0.712,2.539,-0.75,-1.346,0.081,0.471,0.21,1
Coldplay,Adventure of a Lifetime,1.769,0.569,1.11,0.347,0.994,0.755,-0.523,-0.789,-0.588,-0.296,0.182,-0.359,0.563,0.21,9
Jaja Bu,Bibles,-0.377,1.02,-0.008,1.343,0.256,-1.324,-0.629,-0.226,-0.413,-0.61,1.431,-0.527,0.649,0.21,6
Bare King,Grim Sleep,-1.305,-1.59,1.327,0.347,0.152,0.755,0.53,-0.795,-0.364,0.859,-1.838,0.755,0.035,0.21,8
ZXPH XLLXS,XCXD BXMB,-1.015,-1.783,1.195,-0.98,1.425,-1.324,-0.482,-0.795,2.591,2.58,0.532,0.589,0.823,0.21,5
aswekeepsearching,We Sound Like Strangers,-1.421,-0.538,0.256,0.679,-0.102,0.755,-0.505,-0.364,2.923,-0.102,-1.362,0.931,1.396,0.21,6
Eyal Golan,הלב הזה,0.029,1.026,-0.577,1.675,-0.012,-1.324,-0.446,-0.013,-0.403,-0.478,0.499,0.25,0.031,0.21,9
Lindemann,Platz Eins,0.493,0.015,1.076,1.675,0.29,-1.324,-0.474,-0.795,-0.447,-0.98,-0.313,-0.089,0.31,0.21,8
diveliner,Gaslight!,0.493,-0.297,0.213,-0.98,-0.011,-1.324,-0.024,-0.653,-0.589,-0.177,-0.172,-1.087,-0.315,0.21,10
Crystal Tides,Headcase,-0.435,0.454,0.269,0.679,0.644,-1.324,-0.621,-0.742,-0.588,-0.858,1.436,0.419,-0.08,0.21,10
Sabaton,To Hell And Back,1.363,-0.045,0.791,-0.05,0.792,0.755,-0.217,-0.785,-0.582,-0.579,-0.754,0.148,0.052,0.21,8
Sloan Peterson,New Direction,-1.189,-0.207,1.157,0.003,0.655,0.755,0.009,-0.728,-0.313,-0.397,1.402,1.433,-0.461,0.21,1
Desert Sessions,Crucifire,0.203,-1.278,1.025,0.015,0.399,-1.324,-0.467,-0.775,0.435,1.362,1.819,1.084,-0.858,0.21,10
CUBE,chestnut street,-0.609,-0.778,-0.696,-0.648,0.144,-1.324,-0.512,-0.769,0.152,-0.397,-0.617,-0.151,-0.154,0.21,1
Gojira,The art of dying,0.435,-0.303,0.71,-0.05,0.476,-1.324,0.303,-0.794,1.433,-0.591,-1.55,0.519,3.514,0.21,8
Hadag Nahash,הכאפה המצלצלת,-1.131,1.567,0.456,1.343,0.299,-1.324,-0.43,-0.789,-0.589,-0.861,1.61,1.264,0.204,0.21,5
Coldplay,God Put a Smile upon Your Face,1.073,0.406,-0.454,1.011,0.531,0.755,-0.609,-0.232,-0.589,-1.007,-0.975,0.132,0.862,0.21,10
Solence,Deafening,0.609,-0.742,1.216,0.347,0.419,0.755,1.308,-0.795,-0.57,-0.598,-1.312,-1.541,0.238,0.21,8
Estrella Morente,Yo Soy Esa,-1.131,-0.718,-0.921,-1.644,0.076,0.755,-0.157,1.822,-0.589,-0.629,-0.892,-1.134,0.204,0.21,9
Garbage,Stupid Girl,0.783,0.533,0.413,-1.644,0.769,-1.324,-0.545,-0.788,-0.587,-0.922,0.769,-0.09,0.509,0.21,6
Kyuss,Supa Scoopa and Mighty Scoop,-0.087,-1.687,0.069,-0.317,-0.981,-1.324,-0.358,-0.145,2.301,-0.624,-0.334,-1.365,1.385,0.21,10
cleopatrick,bernard trigger,0.203,-1.019,0.549,1.675,0.937,0.755,-0.517,-0.794,-0.283,-0.07,-0.613,-0.172,0.074,0.21,10
The Missing Road,Radical Face,-2.29,0.238,-1.898,-1.312,-1.342,0.755,-0.566,2.086,1.813,-0.591,-1.304,-1.158,-1.793,0.21,0
Bastille,The Anchor,0.493,-1.049,0.413,0.679,0.99,-1.324,-0.33,0.212,-0.168,-0.359,-0.938,0.304,0.036,0.21,10
Psymon Spine,Milk,-0.609,1.333,-0.794,0.003,-0.039,-1.324,0.206,-0.11,-0.523,-0.566,0.465,-0.528,0.48,0.21,1
"Elle King, Miranda Lambert",Drunk (And I Don't Wanna Go Home),1.827,0.412,0.94,-0.317,0.867,0.755,-0.405,-0.779,-0.54,-0.606,0.582,-0.089,-1.793,0.21,4
The Ides Of March,Vehicle,0.377,-0.418,0.303,1.343,-0.223,-1.324,-0.444,-0.515,-0.576,0.401,1.831,-0.706,-0.203,0.21,10
Ted Nugent,Wango Tango,0.087,-0.297,1.174,-1.312,0.252,0.755,2.588,-0.671,-0.587,3.215,0.274,1.644,0.791,0.21,8
Nas,N.Y. State of Mind,1.247,0.731,1.05,0.015,0.797,-1.324,1.715,-0.669,-0.332,0.194,1.669,-1.303,0.833,0.21,5
Ehud Banai,הופעת מילואים,-1.363,-0.586,0.613,-0.01,0.863,-1.324,-0.592,-0.769,-0.168,-0.014,-0.584,-1.238,0.75,0.21,10
Rammstein,ICH TU DIR WEH,1.015,-1.494,0.914,-1.312,0.71,0.755,-0.306,-0.792,0.122,-0.522,-0.796,1.436,0.903,-2.555,8
Goth Babe,Laurelhurst,0.551,-0.273,0.953,1.011,-0.146,0.755,1.092,1.191,-0.589,-0.328,-1.709,-0.26,-0.101,0.21,6
Tai Verdes,i deserve 2 b alone,-0.783,1.766,-0.632,0.347,0.432,0.755,-0.334,0.203,-0.403,-0.724,0.79,0.25,-0.314,0.21,9
Bruce Springsteen,Born in the U.S.A.,1.769,-0.875,1.229,-0.648,0.462,0.755,-0.224,-0.794,-0.589,-0.604,0.407,-0.018,0.696,0.21,10
Black Thought,State Prisoner,-0.319,-0.388,0.97,-1.644,0.702,0.755,3.737,-0.507,-0.589,1.016,0.886,1.448,-0.202,0.21,5
DJ Mesh,יהיה מה שיהיה,-1.015,0.833,0.341,0.347,0.686,0.755,3.043,-0.517,-0.332,0.652,1.277,-1.376,0.043,0.21,5
Kid Cudi,Show Out (with Skepta & Pop Smoke),2.001,0.454,-0.313,-1.644,0.341,0.755,0.53,0.589,-0.587,1.142,-1.366,0.719,-0.23,0.21,5
Falling In Reverse,Popular Monster - NGHTMRE & Galantis Remix,0.203,-1.338,0.987,1.675,0.923,0.755,2.241,-0.616,-0.577,-0.69,-0.992,1.252,-0.219,0.21,10
Seventh Crystal,Broken Mirror,-1.073,-0.4,0.247,0.015,0.634,-1.324,-0.626,-0.774,-0.168,-0.522,-1.454,-1.239,0.336,0.21,10
Japanese Breakfast,Be Sweet,1.131,0.659,0.902,-1.312,0.518,-1.324,-0.626,-0.764,-0.589,0.834,0.515,-0.427,-0.048,0.21,6
Day Sulan,Bailar,0.783,1.856,-0.543,0.347,0.487,-1.324,0.118,0.618,-0.589,0.313,-0.013,-0.663,0.039,0.21,5
Mohammed Rafi,Tumne Mujhe Dekha Hokar Meherban,-1.073,-1.38,-0.347,-1.312,0.011,0.755,-0.504,2.089,-0.589,0.212,-0.117,-0.259,-1.793,0.21,3
BROS,Tell Me,0.145,1.14,-0.403,-0.648,0.487,-1.324,-0.524,-0.155,-0.588,-0.554,1.906,-0.762,0.272,0.21,6
carolesdaughter,Violent,2.001,1.525,0.392,-1.312,0.622,0.755,-0.603,0.27,-0.589,-0.453,-0.313,0.248,-0.579,0.21,5
Chris Stapleton,Midnight Train To Memphis,0.957,-1.584,1.135,1.011,0.083,0.755,0.291,-0.791,-0.548,1.098,0.57,1.848,0.196,-2.555,10
Deepayan Deep Maitra,Lost Still Dreaming,-1.595,-0.406,0.26,0.679,-1.247,-1.324,-0.571,-0.731,2.208,-0.522,-0.317,0.52,0.985,0.21,6
Brett Dennen,Cassidy,0.551,0.352,-0.288,0.679,-0.599,0.755,-0.548,-0.21,-0.589,-0.722,1.981,-1.294,0.604,0.21,9
The Band,The Weight,0.261,0.575,-0.985,1.011,-1.132,0.755,-0.369,0.537,-0.589,-0.688,0.166,0.725,-1.793,0.21,0
Adam Chaffins,Now I Don't Know,-0.667,0.4,-0.267,-0.317,0.851,0.755,0.141,0.183,-0.585,-0.591,1.127,0.332,0.093,0.21,1
Noga Erez,VIEWS,0.551,1.411,-0.139,1.011,0.192,-1.324,1.224,-0.1,0.391,-0.624,0.911,-0.865,-0.311,0.21,6
Folamour,The Journey (feat. Zeke Manyika),0.261,1.333,0.885,-1.644,0.096,-1.324,-0.312,-0.57,-0.495,-0.447,0.078,-0.089,0.498,0.21,1
Megadeth,No More Mr. Nice Guy,-0.319,-0.568,0.57,1.011,-0.448,0.755,0.041,-0.778,0.409,-0.967,1.019,0.74,-0.155,0.21,8
Klaxons,Gravity's Rainbow - Van She Remix,-1.131,0.695,0.388,-0.648,1.108,-1.324,-0.505,-0.79,2.524,-0.652,-1.828,0.25,1.094,0.21,6
Rich Brian,Sydney,1.015,0.461,-0.794,1.675,-1.197,-1.324,-0.087,0.734,-0.332,-0.384,0.482,1.303,-0.058,0.21,5
Mark Ronson,Daffodils (feat. Kevin Parker),0.841,1.086,-0.53,0.003,-0.032,0.755,-0.498,-0.664,-0.537,-1.017,-0.85,-0.463,0.87,0.21,1
STARSET,INFECTED,1.073,-0.033,0.868,-1.312,0.923,-1.324,-0.214,-0.795,-0.168,-0.887,-0.197,-0.506,-0.098,0.21,10
Kate Bush,This Woman's Work,0.783,-1.163,-2.336,0.679,-2.69,0.755,-0.472,2.018,-0.589,-0.76,-1.396,0.191,0.162,0.21,10
AC/DC,Hard as a Rock,0.957,-0.376,0.26,-0.648,0.56,0.755,-0.566,-0.79,0.07,-0.541,-1.192,-0.213,0.627,0.21,8
Red Hot Chili Peppers,Dark Necessities,1.653,0.942,0.337,-0.317,0.28,-1.324,-0.097,-0.563,-0.515,-0.541,-1.204,-1.037,0.904,0.21,10
Bass Drum of Death,Get Found,-0.145,-0.4,1.28,-1.312,0.732,-1.324,-0.28,-0.751,-0.242,0.577,-0.779,0.789,-0.173,0.21,10
Temples,Certainty,-0.087,-0.333,0.63,-0.317,-0.256,0.755,-0.294,-0.79,-0.587,0.074,-0.709,-1.019,0.571,0.21,6
Chumbawamba,Tubthumping,1.073,-1.175,0.923,-1.312,0.135,0.755,0.216,-0.383,-0.403,1.01,0.499,-0.725,0.697,0.21,9
"Travis Scott, HVME",Goosebumps - Remix,2.522,1.79,-0.296,-1.644,0.016,0.755,-0.5,0.55,-0.403,-0.453,1.34,0.078,-1.793,0.21,9
Brigitte Bardot,Bonnie And Clyde,-1.073,-0.436,-0.131,-1.312,-0.971,-1.324,-0.274,-0.507,0.391,0.407,0.399,-0.858,0.472,0.21,6
Soulex,Rich Girl,0.087,-0.442,1.055,0.347,1.024,0.755,-0.247,-0.767,-0.587,1.035,-0.742,0.925,0.222,0.21,1
Sleepy Sun,Desert God,-0.377,-1.392,-0.509,1.011,-0.01,0.755,-0.579,-0.698,0.081,-0.56,-1.196,0.357,1.036,0.21,8
Movement At Night,Wake-Up Call,-2.059,-0.718,0.439,-1.312,0.423,0.755,-0.486,-0.795,-0.572,0.074,0.332,1.09,-0.031,0.21,10
Mötley Crüe,Looks That Kill,1.073,-0.351,1.199,-0.05,0.483,0.755,-0.473,-0.785,-0.569,-0.606,1.019,0.451,0.431,0.21,8
Cut Glass Kings,Shadow of Your Love,-0.261,-0.249,0.936,1.011,0.668,0.755,-0.614,-0.795,0.584,-0.265,-1.487,0.249,-0.401,0.21,1
The Wise Man's Fear,Firefall,-0.841,-1.452,1.386,-0.317,0.926,0.755,0.865,-0.795,-0.584,0.822,-1.637,0.376,0.04,0.21,8
Princess Nokia,The Conclusion,-0.029,0.358,0.902,1.675,-0.613,-1.324,-0.2,0.734,2.897,-0.29,0.332,0.926,-0.316,-2.555,6
Madge,Fight or Flight Club,-0.203,-0.153,0.893,0.679,0.334,0.755,1.439,-0.76,-0.027,-0.573,0.636,0.927,-0.443,0.21,6
Snot,Stoopid,0.087,-0.285,0.825,-1.644,0.839,0.755,0.062,-0.789,-0.587,-0.497,0.707,1.663,0.283,0.21,8
Cold,Wasted Years,-0.029,-0.49,-0.377,0.679,0.344,0.755,-0.644,-0.636,-0.168,-0.321,-1.491,-1.204,0.413,0.21,10
Miri Mesika,לב מול לב,-1.711,0.136,-1.805,0.015,-0.163,-1.324,-0.58,2.079,-0.403,-0.259,-1.108,-0.66,-0.26,0.21,9
Carly Sands,Serra Calderona,0.203,0.19,-2.37,-1.312,-1.802,0.755,-0.162,2.401,2.833,-0.554,-0.834,-1.033,-1.793,0.21,7
The Knack,My Sharona,1.653,0.256,0.158,0.009,-0.407,0.755,-0.519,-0.606,-0.584,-1.032,1.71,0.833,0.845,0.21,9
Central Cee,Commitment Issues,1.827,1.543,0.201,-0.317,0.372,-1.324,2.576,0.695,-0.332,0.897,1.286,0.83,-0.447,0.21,5
ZZ Top,Tush - 2006 Remaster,1.247,0.22,0.944,-0.01,0.681,-1.324,-0.098,-0.474,-0.583,-0.315,1.256,0.77,-0.561,0.21,10
Carrie Underwood,Dirty Laundry,0.841,-0.526,0.897,1.343,0.934,-1.324,0.41,-0.604,-0.589,-0.535,0.057,2.623,-1.793,0.21,4
Devin Townsend Project,Failure,-0.029,0.166,0.978,0.347,0.473,-1.324,-0.456,-0.794,1.154,1.192,-0.084,0.215,1.44,-2.555,8
Vampire Weekend,This Life,1.189,0.461,0.209,1.011,0.365,0.755,0.243,-0.061,-0.589,-0.88,1.431,1.61,0.606,0.21,6
Eclipse,Viva La Victoria,0.609,0.003,1.195,-0.648,0.432,0.755,-0.329,-0.787,-0.589,-0.585,0.357,0.421,-0.081,0.21,8
little hurricane,Sun Sets West,-0.667,-0.628,0.15,0.095,0.283,0.755,-0.184,-0.245,-0.589,0.564,1.369,-0.335,-0.464,-2.555,2
Toad The Wet Sprocket,Starting Now,-0.435,0.148,0.528,-1.644,0.81,-1.324,-0.613,-0.786,-0.586,-0.714,-1.033,-0.09,0.228,0.21,10
Machine Gun Kelly,my ex's best friend (with blackbear),2.349,1.128,0.052,-0.317,0.686,-1.324,-0.434,-0.78,-0.168,-0.347,-0.784,0.078,-0.547,0.21,10
Softspoken,Where the Heart Belongs,-0.957,-0.279,1.344,-1.644,1.16,0.755,0.279,-0.781,0.29,-0.12,0.032,0.59,0.063,0.21,8
Steely Dan,Night By Night,0.087,0.268,-0.785,-0.01,-1.321,0.755,-0.5,-0.065,-0.576,0.564,2.006,1.143,0.158,0.21,10
Iron Maiden,The Trooper - 2015 Remaster,1.595,-1.554,1.042,-0.648,0.817,-1.324,-0.11,-0.693,-0.555,0.721,0.761,1.256,0.464,0.21,8
Derek & The Dominos,Have You Ever Loved A Woman?,0.725,-1.446,-0.063,0.095,0.276,0.755,-0.341,1.271,-0.391,1.324,0.657,1.615,1.895,-2.555,2
Lilla Vargen,Blueprints,0.087,0.244,-1.55,-0.648,-0.295,0.755,-0.326,1.754,-0.403,-0.566,-1.079,-1.473,0.101,0.21,9
Advaita,Miliha,-2.174,-0.105,-0.891,1.011,-0.683,0.755,-0.631,0.737,0.48,-0.585,-0.034,-0.934,-1.793,0.21,0
Ten Tonnes,Everything You Got,-0.145,-0.634,0.405,-1.644,1.025,0.755,-0.592,-0.793,-0.588,0.118,0.274,0.587,0.139,0.21,6
Kiko,goblin,-0.725,1.104,-1.83,1.675,-2.75,-1.324,3.581,1.226,-0.557,-0.535,-0.6,0.754,-0.728,0.21,6
Low Island,Feel Young Again,-0.435,0.827,0.23,1.011,-0.05,-1.324,-0.54,-0.335,-0.588,1.337,-1.287,0.048,0.192,0.21,6
Dumpstaphunk,In Time,-0.377,0.93,0.426,1.675,0.697,-1.324,0.614,-0.788,-0.587,-0.695,0.774,-1.036,1.983,0.21,10
Sade,"Your Love Is King - Live at Live Aid, Wembley Stadium, 13th July 1985",-1.015,-0.382,-0.105,1.011,0.106,0.755,-0.468,0.656,-0.589,4.961,0.216,0.517,-1.793,-2.555,9
Red Hot Chili Peppers,Fight Like A Brave,-0.145,1.056,1.161,-0.317,0.982,0.755,0.206,-0.779,-0.589,1.029,-0.875,-0.641,0.295,0.21,10
RILEY THE MUSICIAN,Miss America,-0.957,-0.171,0.528,0.009,1.176,0.755,0.985,-0.775,-0.403,-0.653,0.39,-0.43,-0.202,0.21,9
Itzhak Klepter,דמיון חופשי,-0.493,0.352,0.626,-0.648,0.008,-1.324,-0.54,0.206,-0.549,0.501,0.624,0.544,0.646,0.21,10
Shinedown,Simple Man - Acoustic,1.189,0.148,-1.257,0.347,-0.059,0.755,-0.573,1.677,-0.168,0.52,-0.317,-0.052,1.067,0.21,10
beabadoobee,Worth It,0.377,0.196,0.375,-1.312,0.656,0.755,-0.632,-0.755,-0.587,-0.917,-0.442,-0.663,-0.059,0.21,1
Ola Szmidt,C Tactile Afferent,-1.131,-0.857,-2.026,-0.98,-0.91,0.755,-0.577,2.266,0.361,-0.554,-1.337,-0.699,0.136,-2.555,6
Andy Mineo,Always In A Rush,-0.087,0.509,-0.679,-1.644,-0.486,0.755,2.696,-0.19,-0.589,-0.114,1.173,-1.387,-0.351,0.21,5
Trick Daddy,Take It to da House,0.551,2.355,0.498,0.015,0.523,-1.324,1.403,-0.745,-0.332,-0.202,1.798,0.043,0.227,0.21,5
Oasis,Wonderwall - Remastered,1.943,-0.995,0.991,-1.312,0.95,0.755,-0.467,-0.794,-0.168,-0.014,-0.072,1.748,0.518,0.21,10
Black Label Society,Stillborn,1.015,0.25,0.927,-0.317,0.788,-1.324,-0.516,-0.795,-0.585,1.13,-0.255,-0.527,-0.042,0.21,8
Sonny Boy Nelson,Street Walkin',-1.073,0.503,-2.132,-0.317,-2.076,0.755,-0.083,2.395,-0.588,-0.548,1.194,-0.005,-0.425,0.21,2
Laurie Morvan,Stay with Me,-0.841,-1.645,0.158,1.011,0.755,-1.324,-0.41,-0.21,-0.589,-0.652,0.553,2.245,0.612,-2.555,2
Sam Fender,Play God,0.841,1.026,0.192,1.343,0.401,-1.324,-0.376,-0.509,-0.413,-0.504,0.478,-0.952,0.222,0.21,10
Starflyer 59,A House Wife Love Song,-1.015,-2.619,-0.454,1.343,0.047,0.755,-0.363,-0.795,2.591,2.781,-0.567,1.794,0.467,0.21,10
Newington Green,In the Days of our Love,0.551,-0.129,-2.52,1.011,-3.187,-1.324,-0.452,2.34,2.789,-0.535,-1.475,-0.562,-1.793,0.21,7
Ollie,Emotions,0.551,-0.033,-0.887,0.347,-0.419,0.755,4.0,-0.654,-0.332,-0.623,0.116,-1.694,-0.317,0.21,5
Tenille Arts,Somebody Like That,-1.885,0.184,0.549,0.015,0.504,0.755,-0.369,-0.752,-0.54,-0.541,0.316,-0.596,-1.793,0.21,4
Asking Alexandria,I Won't Give In,1.073,-0.694,1.067,-1.312,1.209,0.755,-0.042,-0.776,-0.168,0.709,0.032,-1.611,0.258,0.21,10
Darkthrone,Under A Funeral Moon,-0.493,-2.348,1.407,-0.648,0.496,0.755,1.392,-0.712,-0.431,1.01,-1.3,0.744,0.948,0.21,8
cleopatrick,2008,-0.377,-1.199,-1.694,-0.648,-1.066,0.755,-0.498,-0.474,-0.561,-0.773,-1.508,-0.18,0.305,0.21,10
The Breeders,Cannonball,1.247,-0.249,0.405,-0.98,-0.457,0.755,-0.467,-0.766,2.327,0.552,1.011,-0.342,0.116,0.21,1
Omer Adam,אוהבת אותי אמיתי,-0.087,0.1,-1.639,1.011,-0.716,0.755,-0.412,2.202,-0.403,-0.657,0.245,-0.718,0.16,0.21,9
Lil Nas X,MONTERO (Call Me By Your Name),3.218,0.4,-0.658,0.679,0.303,-1.324,0.865,0.161,-0.403,1.18,1.132,1.9,-0.561,0.21,9
ECHO,Oh My Life,-1.247,0.791,-0.488,1.011,0.26,-1.324,-0.4,0.257,-0.577,-0.793,-1.667,-1.102,0.041,0.21,9
"Johann Sebastian Bach, Dmitry Sitkovetsky, Orchestra of the Swan, David le Page","Goldberg Variations, BWV 988: Aria - Arr. for String trio",-0.899,-1.608,-2.656,0.347,-3.252,0.755,-0.266,2.163,-0.588,-0.46,-1.508,-1.308,-1.793,0.21,7
Will Paquin,Chandelier,1.015,-1.278,-0.692,-1.312,-0.298,-1.324,-0.339,1.384,-0.589,-0.504,-0.271,-1.206,-0.654,0.21,9
Witness Trees,Henry Jamison,0.667,0.172,-1.783,-0.648,-1.031,0.755,-0.616,2.199,-0.573,-0.662,-0.109,-0.771,-1.793,0.21,0
Pearl Jam,Elderly Woman Behind the Counter in a Small Town - Acoustic Version,0.087,-1.356,-1.095,0.347,-0.523,0.755,-0.561,0.186,-0.575,-0.497,-0.792,1.951,-0.021,-2.555,10
Monster Magnet,Look To Your Orb For The Warning,0.145,-0.748,-0.381,0.679,-0.31,0.755,-0.57,-0.795,1.679,2.518,-1.337,0.778,1.708,0.21,8
Jean Grae,Hater's Anthem,-0.319,1.381,0.8,-0.026,1.074,-1.324,1.607,1.194,-0.579,-0.516,1.452,-1.067,1.008,0.21,5
"Sigala, Rita Ora",You for Me,1.943,1.14,0.948,-1.312,1.495,-1.324,-0.444,-0.641,-0.589,-0.032,0.873,0.115,-1.793,0.21,9
Tutu Jones,Starting All Over,-0.841,1.206,0.719,0.347,0.9,-1.324,-0.664,-0.023,-0.574,2.869,2.002,-0.945,0.409,0.21,2
Tigress,Power Lines,-0.667,-1.061,0.944,-0.648,0.669,0.755,0.013,-0.787,-0.589,-0.566,0.445,1.559,-0.149,0.21,10
Rob Zombie,Helter Skelter,0.203,-0.863,1.297,0.347,0.862,0.755,-0.034,-0.795,-0.012,-0.566,-0.217,0.725,0.136,0.21,8
Tylor Jay Santos,Cassiopeia,-1.073,-1.416,-1.329,-1.644,-0.807,-1.324,-0.561,0.228,-0.589,-0.447,-1.137,0.712,0.922,-2.555,6
U2,One,1.827,-0.911,-0.547,-0.01,-0.218,0.755,-0.512,-0.007,-0.585,-0.259,-0.671,1.984,0.674,0.21,10
Don Diablo,Kill Me Better (feat. Imanbek & Trevor Daniel) - Travis Barker Alt Version,0.261,-0.436,0.957,0.679,1.034,0.755,-0.084,-0.697,-0.168,-0.672,-0.109,1.264,-0.047,0.21,10
Kalan.FrFr,"No Love ft. Mozzy, ft. Cypress Moreno",0.029,0.328,0.128,1.343,0.389,-1.324,4.67,0.145,-0.332,-0.472,0.965,-0.782,0.051,0.21,5
"Eric Weissberg, Steve Mandell",Dueling Banjos,0.145,-0.76,-0.76,1.011,-0.215,0.755,-0.007,0.521,2.982,-0.816,0.062,0.919,-1.793,0.21,4
Lightnin' Slim,G.I. Blues,-1.885,0.948,-1.575,1.675,-2.358,-1.324,-0.402,2.353,-0.486,-0.51,0.461,-1.479,-0.387,0.21,2
Itay Levi,עדיין אוהבת,-0.841,0.112,-1.461,-0.317,0.132,0.755,-0.515,1.803,-0.589,-0.604,-0.65,-1.889,-0.141,0.21,9
I Built the Sky,Translucidus (feat. Sithu Aye),-0.319,-0.7,1.403,-0.317,1.149,0.755,0.781,-0.795,2.837,0.809,-1.212,-1.019,0.166,0.21,8
Black Grape,Kelly's Heroes,-0.029,0.539,1.174,0.347,0.68,0.755,-0.186,-0.793,-0.58,-0.727,1.465,-0.1,0.551,0.21,1
Mohammed Rafi,Mehbooba Teri Tasveer,-2.174,-0.682,-1.669,0.015,-1.388,-1.324,-0.556,2.292,-0.588,-0.522,-0.092,-1.103,-1.793,0.21,3
Wilco,Everyone Hides,0.145,1.11,0.948,-1.312,-0.046,0.755,-0.261,0.206,-0.425,-0.708,1.46,0.782,-0.185,0.21,10
"Ricky Kej, Charanraj MR",The Awakening,-1.305,-0.339,0.468,-0.317,-0.07,0.755,-0.426,-0.629,-0.358,0.231,0.328,1.602,-1.793,0.21,0
ishi vu,"Brightly burning, yet alone",-1.943,0.148,-0.904,1.011,-0.11,0.755,3.091,1.664,-0.589,-0.095,1.115,-1.14,-1.198,-2.555,6
